pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
BlooP,True,exact_canonical,bloop,bloop,pldb,,True,False,False,False,False,False,True,
Blue,True,exact_canonical,blue,blue,pldb,,True,False,False,False,False,False,True,
Blueprint,False,,,,,,False,False,False,False,False,False,False,blueprints
Bluespec,True,exact_canonical,bluespec,bluespec,linguist;pldb,.bsv,True,True,False,False,True,False,False,
Bluespec SystemVerilog,False,,,,,,False,False,False,False,False,False,False,
BNR Prolog,False,,,,,,False,False,False,False,False,False,False,
Boa,True,exact_canonical,boa,boa,pldb,,True,False,False,False,False,True,False,
Bolt,True,exact_canonical,bolt,bolt,pldb,,True,False,False,False,False,False,False,
BON,False,,,,,,False,False,False,False,False,False,False,
Bone Lisp,False,,,,,,False,False,False,False,False,False,False,
Boo,True,exact_canonical,boo,boo,linguist;pldb,.boo,True,True,False,False,True,True,True,
Boogie,True,exact_canonical,boogie,boogie,linguist;pldb,.bpl,True,True,False,False,False,True,False,
Boolfuck,True,exact_canonical,boolfuck,Boolfuck,esolang,,False,False,False,True,False,False,False,
Boomerang,False,,,,,,False,False,False,False,False,False,False,Boomerlang
Borgo,False,,,,,,False,False,False,False,False,False,False,
Boron,True,exact_canonical,boron,boron,pldb,,True,False,False,False,False,False,False,
Bosatsu,False,,,,,,False,False,False,False,False,False,False,
Bosque,True,exact_canonical,bosque,bosque,pldb,,True,False,False,False,False,False,False,
Bossa,False,,,,,,False,False,False,False,False,False,False,
Bourne Shell,False,,,,,,False,False,False,False,False,False,False,
Bournegol,False,,,,,,False,False,False,False,False,False,False,
Boxer,True,exact_canonical,boxer,boxer,pldb,,True,False,False,False,False,False,False,
BoxLang,False,,,,,,False,False,False,False,False,False,False,
BPEL,True,exact_canonical,bpel,bpel,pldb,,True,False,False,False,False,False,False,
BPFtrace,False,,,,,,False,False,False,False,False,False,False,
BProlog,False,,,,,,False,False,False,False,False,False,False,prolog
BQN,True,exact_canonical,bqn,bqn,esolang;linguist;pldb,.bqn,True,True,False,True,False,True,True,
Brachylog,True,exact_canonical,brachylog,Brachylog,esolang,,False,False,False,True,False,False,False,
Bracmat,False,,,,,,False,False,False,False,False,False,False,
Braid,False,,,,,,False,False,False,False,False,False,False,
Brain,True,exact_canonical,brain,Brain,esolang,,False,False,False,True,False,False,False,
Brain-Flak,True,exact_canonical,brain-flak,brain-flak,esolang;pldb,,True,False,False,True,False,False,False,
Brainfork,True,exact_canonical,brainfork,Brainfork,esolang,,False,False,False,True,False,False,False,
Brainfuck,True,exact_canonical,brainfuck,brainfuck,esolang;linguist;pldb;wikipedia,.b .bf,True,True,True,True,True,True,False,
Braingolf,True,exact_canonical,braingolf,Braingolf,esolang,,False,False,False,True,False,False,False,
Brat,False,,,,,,False,False,False,False,False,False,False,
Bricklayer,False,,,,,,False,False,False,False,False,False,False,
BrightScript,True,exact_canonical,brightscript,Brightscript,linguist,.brs,False,True,False,False,True,False,False,
Bril,False,,,,,,False,False,False,False,False,False,False,
Bro,True,exact_canonical,bro,bro,pldb,,True,False,False,False,False,True,False,
Brook,True,exact_canonical,brook,Brook,esolang,,False,False,False,True,False,False,False,
bruijn,True,exact_canonical,bruijn,bruijn,pldb,,True,False,False,False,False,False,True,
Brython,False,,,,,,False,False,False,False,False,False,False,bython
BSV,True,exact_alias,bluespec,bluespec,linguist;pldb,.bsv,True,True,False,False,True,False,False,
BuckleScript,True,exact_canonical,bucklescript,bucklescript,pldb,,True,False,False,False,False,False,False,
BUGS,False,,,,,,False,False,False,False,False,False,False,
Burlesque,True,exact_canonical,burlesque,Burlesque,esolang,,False,False,False,True,False,False,True,
Burro,True,exact_canonical,burro,Burro,esolang,,False,False,False,True,False,False,False,
Burroughs Extended Algol,False,,,,,,False,False,False,False,False,False,False,
Business BASIC,False,,,,,,False,False,False,False,False,False,False,business-basic
Buzz,True,exact_canonical,buzz,buzz,pldb,,True,False,False,False,False,False,False,
BVM,False,,,,,,False,False,False,False,False,False,False,
bwBASIC,False,,,,,,False,False,False,False,False,False,False,
BYOND,True,exact_alias,dm,dm,linguist;pldb,.dm,True,True,False,False,True,False,True,
Bython,True,exact_canonical,bython,bython,pldb,,True,False,False,False,False,False,False,
Bywater BASIC,False,,,,,,False,False,False,False,False,False,False,bywater-basic
C,True,exact_canonical,c,C,esolang;linguist;pldb,.c .cats .h .h.in .idc,True,True,False,True,True,True,True,
C Shell,False,,,,,,False,False,False,False,False,False,False,
C#,True,exact_canonical,c-sharp,C#,esolang;linguist,.cake .cs .cs.pp .csx .linq,False,True,False,True,True,True,True,
C*,True,normalized_canonical,c,C,esolang;linguist;pldb,.c .cats .h .h.in .idc,True,True,False,True,True,True,True,
C++,True,exact_canonical,c-plus-plus,C++,esolang;linguist,.c++ .cc .cp .cpp .cppm .cxx .h .h++ .hh .hpp .hxx .inc .inl .ino .ipp .ixx .re .tcc .tpp .txx,False,True,False,True,True,True,True,
C++/CLI,False,,,,,,False,False,False,False,False,False,False,
C++/CX,False,,,,,,False,False,False,False,False,False,False,
C--,False,,,,,,False,False,False,False,False,False,False,
C/AL,False,,,,,,False,False,False,False,False,False,False,
C0,False,,,,,,False,False,False,False,False,False,False,
C2,True,exact_canonical,c2,c2,esolang;pldb,,True,False,False,True,False,False,True,
C3,True,exact_canonical,c3,c3,linguist;pldb,.c3,True,True,False,False,False,False,True,
Cache ObjectScript,True,normalized_tool,cache-objectscript,cache-objectscript,pldb,,True,False,False,False,False,False,True,
Caché Basic,False,,,,,,False,False,False,False,False,False,False,
Caché ObjectScript,True,exact_tool,cache-objectscript,cache-objectscript,pldb,,True,False,False,False,False,False,True,
Cadabra,False,,,,,,False,False,False,False,False,False,False,
Cadence,True,exact_canonical,cadence,Cadence,linguist,.cdc,False,True,False,False,False,False,False,
Cadence SKILL,False,,,,,,False,False,False,False,False,False,False,cadence-skill
CafeOBJ,True,exact_canonical,cafeobj,cafeobj,pldb,,True,False,False,False,False,False,True,
Cairo,True,exact_canonical,cairo,cairo,linguist;pldb,.cairo,True,True,False,False,False,False,False,
Caja,False,,,,,,False,False,False,False,False,False,False,
Cakelisp,False,,,,,,False,False,False,False,False,False,False,
CakeML,False,,,,,,False,False,False,False,False,False,False,
CAL,True,exact_canonical,cal,cal,esolang;pldb,,True,False,False,True,False,False,False,
CAL Actor Language,False,,,,,,False,False,False,False,False,False,False,
Calcit,True,exact_canonical,calcit,calcit,pldb,,True,False,False,False,False,False,False,
Calyx,False,,,,,,False,False,False,False,False,False,False,
CAMAL,True,exact_canonical,camal,camal,pldb,,True,False,False,False,False,False,False,
Cambridge Autocode,False,,,,,,False,False,False,False,False,False,False,
CameLIGO,True,exact_canonical,cameligo,CameLIGO,linguist,.mligo,False,True,False,False,False,False,False,
Caml,True,exact_canonical,caml,caml,pldb;wikipedia,,True,False,True,False,False,False,True,
Caml Light,False,,,,,,False,False,False,False,False,False,False,
Camlp4,False,,,,,,False,False,False,False,False,False,False,
Candid,False,,,,,,False,False,False,False,False,False,False,
Cangjie,True,exact_canonical,cangjie,Cangjie,linguist,.cj,False,True,False,False,False,False,False,
Canvas,False,,,,,,False,False,False,False,False,False,False,
CAOS,False,,,,,,False,False,False,False,False,False,False,
Cap'n Proto,True,exact_canonical,cap-n-proto,Cap'n Proto,linguist,.capnp,False,True,False,False,True,True,False,
Caramel,True,exact_canonical,caramel,caramel,pldb,,True,False,False,False,False,False,False,
Carbon,True,exact_canonical,carbon,carbon,linguist;pldb,.carbon,True,True,False,False,False,True,False,
CARDIAC,False,,,,,,False,False,False,False,False,False,False,
Carol,False,,,,,,False,False,False,False,False,False,False,
Carp,True,exact_canonical,carp,carp,esolang;pldb,,True,False,False,True,False,False,False,
Carth,True,exact_canonical,carth,carth,pldb,,True,False,False,False,False,False,False,
Casanova,False,,,,,,False,False,False,False,False,False,False,
Cascalog,False,,,,,,False,False,False,False,False,False,False,
Casio BASIC,False,,,,,,False,False,False,False,False,False,False,
CASL,False,,,,,,False,False,False,False,False,False,False,
CASL II,False,,,,,,False,False,False,False,False,False,False,
Cassandra Query Language,False,,,,,,False,False,False,False,False,False,False,
Cat,True,exact_canonical,cat,cat,esolang;pldb,,True,False,False,True,False,False,True,
Catala,True,exact_canonical,catala,catala,pldb,,True,False,False,False,False,False,False,
Catrobat,False,,,,,,False,False,False,False,False,False,False,
Cayenne,True,exact_canonical,cayenne,cayenne,pldb,,True,False,False,False,False,False,False,
Cayley,True,exact_canonical,cayley,cayley,pldb,,True,False,False,False,False,False,False,
CBASIC,True,exact_canonical,cbasic,cbasic,pldb,,True,False,False,False,False,False,True,
CCL,True,exact_canonical,ccl,ccl,pldb,,True,False,False,False,False,False,False,
CCS,True,exact_canonical,ccs,ccs,esolang;pldb,,True,False,False,True,False,False,False,
CCured,False,,,,,,False,False,False,False,False,False,False,
CD++,False,,,,,,False,False,False,False,False,False,False,C++
CDC 6600 Assembly,False,,,,,,False,False,False,False,False,False,False,
CDuce,False,,,,,,False,False,False,False,False,False,False,
Cecil,True,exact_canonical,cecil,cecil,pldb,,True,False,False,False,False,False,True,
Cedar,True,exact_canonical,cedar,cedar,esolang;pldb,,True,False,False,True,False,False,False,
Cedille,False,,,,,,False,False,False,False,False,False,False,
CEL,False,,,,,,False,False,False,False,False,False,False,
Cell,True,exact_canonical,cell,cell,esolang;pldb,,True,False,False,True,False,False,False,
Cell BE Assembly,False,,,,,,False,False,False,False,False,False,False,
Cello,True,exact_canonical,cello,Cello,esolang,,False,False,False,True,False,False,False,
Ceptre,False,,,,,,False,False,False,False,False,False,False,
Cerberus X,False,,,,,,False,False,False,False,False,False,False,
CESIL,True,exact_canonical,cesil,cesil,pldb,,True,False,False,False,False,False,False,
Ceu,True,exact_canonical,ceu,ceu,pldb,,True,False,False,False,False,False,False,
Ceylon,True,exact_canonical,ceylon,ceylon,linguist;pldb,.ceylon,True,True,False,False,True,True,True,
CFEngine,True,exact_canonical,cfengine,cfengine,pldb,,True,False,False,False,False,False,True,
CFML,True,exact_canonical,cfml,cfml,pldb,,True,False,False,False,False,False,False,
Cforall,False,,,,,,False,False,False,False,False,False,False,forall
CFScript,True,exact_canonical,cfscript,cfscript,pldb,,True,False,False,False,False,False,False,
Cg,True,exact_canonical,cg,cg,esolang;pldb,,True,False,False,True,False,False,False,
CGOL,True,exact_canonical,cgol,cgol,pldb,,True,False,False,False,False,False,False,
Ch,True,exact_canonical,ch,ch,pldb,,True,False,False,False,False,False,False,
ChaiScript,True,exact_canonical,chaiscript,chaiscript,pldb,,True,False,False,False,False,True,False,
Chalice,False,,,,,,False,False,False,False,False,False,False,
Chalk,False,,,,,,False,False,False,False,False,False,False,
Chaos,True,exact_canonical,chaos,Chaos,esolang,,False,False,False,True,False,False,False,
Chapel,True,exact_canonical,chapel,chapel,linguist;pldb,.chpl,True,True,False,False,True,True,True,
Charcoal,True,exact_canonical,charcoal,charcoal,esolang;pldb,,True,False,False,True,False,False,False,
Charity,True,exact_canonical,charity,charity,linguist;pldb,.ch,True,True,False,False,True,False,False,
Charly,True,exact_canonical,charly,charly,pldb,,True,False,False,False,False,False,False,
Charm,True,exact_canonical,charm,Charm,esolang,,False,False,False,True,False,False,False,
Charm++,False,,,,,,False,False,False,False,False,False,False,
ChatScript,False,,,,,,False,False,False,False,False,False,False,
Checked C,False,,,,,,False,False,False,False,False,False,False,
Cheddar,False,,,,,,False,False,False,False,False,False,False,
Cheetah,True,exact_canonical,cheetah,cheetah,pldb,,True,False,False,False,False,True,False,
Chef,True,exact_canonical,chef,chef,esolang;pldb,,True,False,False,True,False,False,True,
Chez Scheme,False,,,,,,False,False,False,False,False,False,False,
Chibi-Scheme,False,,,,,,False,False,False,False,False,False,False,
CHICKEN,True,exact_canonical,chicken,chicken,esolang;pldb,,True,False,False,True,False,False,False,
Chicken Scheme,False,,,,,,False,False,False,False,False,False,False,
CHILL,True,exact_canonical,chill,chill,pldb,,True,False,False,False,False,False,False,
CHIP,False,,,,,,False,False,False,False,False,False,False,
CHIP-8,True,exact_canonical,chip-8,chip-8,pldb,,True,False,False,False,False,False,False,
Chipmunk Basic,True,exact_tool,chipmunk-basic,chipmunk-basic,pldb,,True,False,False,False,False,False,True,
ChipmunkBasic,False,,,,,,False,False,False,False,False,False,False,chipmunk-basic
Chisel,True,exact_canonical,chisel,chisel,pldb,,True,False,False,False,False,False,False,
ChocoPy,False,,,,,,False,False,False,False,False,False,False,
ChoiceScript,False,,,,,,False,False,False,False,False,False,False,
Choral,False,,,,,,False,False,False,False,False,False,False,
CHR,True,exact_canonical,chr,CHR,esolang,,False,False,False,True,False,False,True,
ChrysaLisp,True,exact_canonical,chrysalisp,chrysalisp,pldb,,True,False,False,False,False,False,False,
ChucK,True,exact_canonical,chuck,chuck,linguist;pldb,.ck,True,True,False,False,True,False,True,
Church,False,,,,,,False,False,False,False,False,False,False,
Ciao,False,,,,,,False,False,False,False,False,False,False,
Ciao Prolog,False,,,,,,False,False,False,False,False,False,False,
Ciel,True,exact_canonical,ciel,ciel,pldb,,True,False,False,False,False,False,False,
CIL,True,exact_canonical,cil,cil,linguist;pldb,.cil,True,True,False,False,False,False,False,
Cilk,True,exact_canonical,cilk,cilk,pldb,,True,False,False,False,False,False,True,
Cilk Plus,False,,,,,,False,False,False,False,False,False,False,
Circle,False,,,,,,False,False,False,False,False,False,False,Circles
Circom,True,exact_canonical,circom,Circom,linguist,.circom,False,True,False,False,False,False,False,
CircuitPython,False,,,,,,False,False,False,False,False,False,False,
Circus,False,,,,,,False,False,False,False,False,False,False,
Citrine,True,exact_canonical,citrine,citrine,pldb,,True,False,False,False,False,False,False,
Civet,True,exact_canonical,civet,civet,pldb,,True,False,False,False,False,False,False,
Cixl,True,exact_canonical,cixl,cixl,esolang;pldb,,True,False,False,True,False,False,False,
CJam,True,exact_canonical,cjam,CJam,esolang,,False,False,False,True,False,False,True,
