language,title,origin_url,origin_domain,origin_candidate,origin_mapping_note,manifest_path,code_path,program_folder,code_sha256_manifest,code_sha1,code_sha1_git,content_swhid_builtin,content_swhid_candidate,content_swhid_found,content_swhid_source,content_swhid_note,content_state,content_http_status,content_error,origin_state,origin_http_status,origin_error,visit_state,visit_http_status,visit_error,snapshot_swhid,coverage_bucket,added_at
ABS,Concurrent Counter with Asynchronous Workers,https://abs-models.org/documentation/tutorials/,abs-models.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ABS/programs/711a9918ba2eb2ab68379aff4d02145d4c33a7cec503edff4d012ccf7067d2b7/manifest.json,languages/ABS/programs/711a9918ba2eb2ab68379aff4d02145d4c33a7cec503edff4d012ccf7067d2b7/code.abs,languages/ABS/programs/711a9918ba2eb2ab68379aff4d02145d4c33a7cec503edff4d012ccf7067d2b7,711a9918ba2eb2ab68379aff4d02145d4c33a7cec503edff4d012ccf7067d2b7,2f9633477bb64a48304e91179b7707871c584d17,645e60c89e32ee052b8c4e0d83690fd8f48e077c,swh:1:cnt:645e60c89e32ee052b8c4e0d83690fd8f48e077c,swh:1:cnt:645e60c89e32ee052b8c4e0d83690fd8f48e077c,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-08T12:00:00Z
ABSET,Simple Arithmetic,https://en.wikipedia.org/wiki/ABSET,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ABSET/programs/b37f8eef99421fd234385f6ec3b0d68b7432b1f1b025b5e20a06209f0c73cca4/manifest.json,languages/ABSET/programs/b37f8eef99421fd234385f6ec3b0d68b7432b1f1b025b5e20a06209f0c73cca4/code.abs,languages/ABSET/programs/b37f8eef99421fd234385f6ec3b0d68b7432b1f1b025b5e20a06209f0c73cca4,b37f8eef99421fd234385f6ec3b0d68b7432b1f1b025b5e20a06209f0c73cca4,688af93e3e5dabd243d7a25b9549e6a338f7ea0d,3870882279dafb23caf664088ea557ad2194dcda,swh:1:cnt:3870882279dafb23caf664088ea557ad2194dcda,swh:1:cnt:3870882279dafb23caf664088ea557ad2194dcda,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-16T17:57:02.628201Z
ABSYS,List Reversal,https://en.wikipedia.org/wiki/ABSYS,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ABSYS/programs/8d766031f50a62ddaef771b899bf9bf080d83328a8177461d6deaa13b6f9eaf9/manifest.json,languages/ABSYS/programs/8d766031f50a62ddaef771b899bf9bf080d83328a8177461d6deaa13b6f9eaf9/code.absys,languages/ABSYS/programs/8d766031f50a62ddaef771b899bf9bf080d83328a8177461d6deaa13b6f9eaf9,8d766031f50a62ddaef771b899bf9bf080d83328a8177461d6deaa13b6f9eaf9,b04bcd4d91d9ff2c2db313b966c91bef66843780,cb7b96967532f9472b7dea43da4467ba9723857a,swh:1:cnt:cb7b96967532f9472b7dea43da4467ba9723857a,swh:1:cnt:cb7b96967532f9472b7dea43da4467ba9723857a,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-06T14:12:12Z
ACL2,Factorial function,https://en.wikipedia.org/wiki/ACL2,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ACL2/programs/78d61f81c2d430468d2ab6595c5aa348e220d66d243358e82cd209da2fbd24f4/manifest.json,languages/ACL2/programs/78d61f81c2d430468d2ab6595c5aa348e220d66d243358e82cd209da2fbd24f4/code.lisp,languages/ACL2/programs/78d61f81c2d430468d2ab6595c5aa348e220d66d243358e82cd209da2fbd24f4,78d61f81c2d430468d2ab6595c5aa348e220d66d243358e82cd209da2fbd24f4,e97f6676fb35ecfa4bcb05adfc2d5f7bca317c07,7067fa7637f4afb5a82c092f641bbb5ddbcc69ef,swh:1:cnt:7067fa7637f4afb5a82c092f641bbb5ddbcc69ef,swh:1:cnt:7067fa7637f4afb5a82c092f641bbb5ddbcc69ef,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-30T07:19:08Z
ACS,Door Script,https://zdoom.org/wiki/Script,zdoom.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ACS/programs/078bbf7693527f5ea3459becfecd479da8521f0853542685f1d0a086823ea953/manifest.json,languages/ACS/programs/078bbf7693527f5ea3459becfecd479da8521f0853542685f1d0a086823ea953/code.acs,languages/ACS/programs/078bbf7693527f5ea3459becfecd479da8521f0853542685f1d0a086823ea953,078bbf7693527f5ea3459becfecd479da8521f0853542685f1d0a086823ea953,da156d21ae18527cd725b7c0730c4ecbb2b6c65f,a965deea5c5d93f753a53f05c91f230fb99ceb55,swh:1:cnt:a965deea5c5d93f753a53f05c91f230fb99ceb55,swh:1:cnt:a965deea5c5d93f753a53f05c91f230fb99ceb55,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-13T09:53:25Z
ACSL,Spring-Mass-Damper System,https://www.appliedmathematicsandcomputing.com/acsl-examples,www.appliedmathematicsandcomputing.com,,non-VCS URL skipped under --origin-scope=vcs,languages/ACSL/programs/67b9f2f2124174b887bf9bd8bc8c1164845fccda2f60e564cbc7c4b175ff4185/manifest.json,languages/ACSL/programs/67b9f2f2124174b887bf9bd8bc8c1164845fccda2f60e564cbc7c4b175ff4185/code.acsl,languages/ACSL/programs/67b9f2f2124174b887bf9bd8bc8c1164845fccda2f60e564cbc7c4b175ff4185,67b9f2f2124174b887bf9bd8bc8c1164845fccda2f60e564cbc7c4b175ff4185,928b2f186f0cd43fde86ffae132b9d82ced0bd50,24efbba420593f7ff2133574f32522608a61dcab,swh:1:cnt:24efbba420593f7ff2133574f32522608a61dcab,swh:1:cnt:24efbba420593f7ff2133574f32522608a61dcab,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-07T18:36:01Z
ACT-III,Countdown Loop Example,https://github.com/programming-languages/ACT-III-examples,github.com,https://github.com/programming-languages/ACT-III-examples,direct origin lookup,languages/ACT-III/programs/615f18136e4b521cc77bf827b28949302b9372ee3162e44e7a4df449a4073ee5/manifest.json,languages/ACT-III/programs/615f18136e4b521cc77bf827b28949302b9372ee3162e44e7a4df449a4073ee5/code.act,languages/ACT-III/programs/615f18136e4b521cc77bf827b28949302b9372ee3162e44e7a4df449a4073ee5,615f18136e4b521cc77bf827b28949302b9372ee3162e44e7a4df449a4073ee5,10074a8f5b21f94b3e45d45dc60799e2a9c8af8a,817ab652a85ac91c25882fbd481551bdc62d989c,swh:1:cnt:817ab652a85ac91c25882fbd481551bdc62d989c,swh:1:cnt:817ab652a85ac91c25882fbd481551bdc62d989c,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,missing,404,,not_applicable,,,,unknown,2026-02-11T13:28:59Z
ADRIFT,Hello World Task,https://en.wikipedia.org/wiki/ADRIFT,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ADRIFT/programs/aff7f1dee38363de4472b1f6d9a80dc8c35a1371da9cbb3a52434119caae48a2/manifest.json,languages/ADRIFT/programs/aff7f1dee38363de4472b1f6d9a80dc8c35a1371da9cbb3a52434119caae48a2/code.asl,languages/ADRIFT/programs/aff7f1dee38363de4472b1f6d9a80dc8c35a1371da9cbb3a52434119caae48a2,aff7f1dee38363de4472b1f6d9a80dc8c35a1371da9cbb3a52434119caae48a2,44f1fc573b7af3476e543057580ed08a716803f0,144eccaadfb66e3c4db1aa1c6fcb1d7fe2fbc5ed,swh:1:cnt:144eccaadfb66e3c4db1aa1c6fcb1d7fe2fbc5ed,swh:1:cnt:144eccaadfb66e3c4db1aa1c6fcb1d7fe2fbc5ed,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-10T00:00:00Z
ADVPL,Hello World,https://tdn.totvs.com/display/tec/AdvPL,tdn.totvs.com,,non-VCS URL skipped under --origin-scope=vcs,languages/ADVPL/programs/51f07445538dc1842b8e502d6a60a712697de0b0311a8b3937096131094d9379/manifest.json,languages/ADVPL/programs/51f07445538dc1842b8e502d6a60a712697de0b0311a8b3937096131094d9379/code.prw,languages/ADVPL/programs/51f07445538dc1842b8e502d6a60a712697de0b0311a8b3937096131094d9379,51f07445538dc1842b8e502d6a60a712697de0b0311a8b3937096131094d9379,a123e5f0a0c33e1f7e840b767e689251ad58178d,ebd21491fc730090103a3f8ee7600474444cffb1,swh:1:cnt:ebd21491fc730090103a3f8ee7600474444cffb1,swh:1:cnt:ebd21491fc730090103a3f8ee7600474444cffb1,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-10T19:03:32Z
AED,Factorial Calculation,https://en.wikipedia.org/wiki/AED_(programming_language),en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/AED/programs/fb5eb0a104d6af3cabd8808720a7fb170b6c7c5bf66cb4d812eefcf58b0b8dcb/manifest.json,languages/AED/programs/fb5eb0a104d6af3cabd8808720a7fb170b6c7c5bf66cb4d812eefcf58b0b8dcb/code.aed,languages/AED/programs/fb5eb0a104d6af3cabd8808720a7fb170b6c7c5bf66cb4d812eefcf58b0b8dcb,fb5eb0a104d6af3cabd8808720a7fb170b6c7c5bf66cb4d812eefcf58b0b8dcb,af6b8bba39b373fa8237b21a56079071436b8ee0,3c5479026926d766da5ef0f33be1e4ee53fc5f53,swh:1:cnt:3c5479026926d766da5ef0f33be1e4ee53fc5f53,swh:1:cnt:3c5479026926d766da5ef0f33be1e4ee53fc5f53,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-07T18:40:15Z
AFL,Moving Average Crossover System,https://www.amibroker.com/guide/afl/afl_tutorial.html,www.amibroker.com,,non-VCS URL skipped under --origin-scope=vcs,languages/AFL/programs/53cd9c6441d98a9a24b812748459d7c0d2484d01951627f59ebe9701a421f5c7/manifest.json,languages/AFL/programs/53cd9c6441d98a9a24b812748459d7c0d2484d01951627f59ebe9701a421f5c7/code.afl,languages/AFL/programs/53cd9c6441d98a9a24b812748459d7c0d2484d01951627f59ebe9701a421f5c7,53cd9c6441d98a9a24b812748459d7c0d2484d01951627f59ebe9701a421f5c7,533928d1775b5362342b551aab3505738d454d8f,3e898b7f6032025dc0ba39eb4c23faded035eaf3,swh:1:cnt:3e898b7f6032025dc0ba39eb4c23faded035eaf3,swh:1:cnt:3e898b7f6032025dc0ba39eb4c23faded035eaf3,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-16T17:42:35Z
AGS Script,Character Interaction Example,https://github.com/adventuregamestudio/ags/blob/master/Editor/AGS.Types/Enums.cs,github.com,https://github.com/adventuregamestudio/ags,heuristic: mapped GitHub URL to repository root,languages/AGS Script/programs/7878993bbdbaa3e1ea2d18b9fad27de44f314defe9b6a3d8c0b557cb24126398/manifest.json,languages/AGS Script/programs/7878993bbdbaa3e1ea2d18b9fad27de44f314defe9b6a3d8c0b557cb24126398/code.asc,languages/AGS Script/programs/7878993bbdbaa3e1ea2d18b9fad27de44f314defe9b6a3d8c0b557cb24126398,7878993bbdbaa3e1ea2d18b9fad27de44f314defe9b6a3d8c0b557cb24126398,d21876b84e9a9e37f03c1339a01233e396f6d2db,938b6434b3acf41f6bcf1ae7d938945617a7148b,swh:1:cnt:938b6434b3acf41f6bcf1ae7d938945617a7148b,swh:1:cnt:938b6434b3acf41f6bcf1ae7d938945617a7148b,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-12T11:59:22Z
AHDL,4-bit Synchronous Counter in AHDL,http://www.ece.ubc.ca/~edc/379/labs/lab1/vlog/counter.tdf,www.ece.ubc.ca,,non-VCS URL skipped under --origin-scope=vcs,languages/AHDL/programs/b375aca72f25dffb5c3a9a1d0c90e8291d273571102ecf7c3acae24c879f4bf5/manifest.json,languages/AHDL/programs/b375aca72f25dffb5c3a9a1d0c90e8291d273571102ecf7c3acae24c879f4bf5/code.tdf,languages/AHDL/programs/b375aca72f25dffb5c3a9a1d0c90e8291d273571102ecf7c3acae24c879f4bf5,b375aca72f25dffb5c3a9a1d0c90e8291d273571102ecf7c3acae24c879f4bf5,dfe853b04be27a032821ea9ab8b139e78a351f3a,6248af3bfc2d825d6fc1906811e2b10f93823c8a,swh:1:cnt:6248af3bfc2d825d6fc1906811e2b10f93823c8a,swh:1:cnt:6248af3bfc2d825d6fc1906811e2b10f93823c8a,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-11-07T10:41:17Z
AIMACO,Circle Area Calculator,https://en.wikipedia.org/wiki/AIMACO,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/AIMACO/programs/3ae134444129c7cee89bd713339f487b50faf03c547018fff5a271006b5c7ded/manifest.json,languages/AIMACO/programs/3ae134444129c7cee89bd713339f487b50faf03c547018fff5a271006b5c7ded/code.aim,languages/AIMACO/programs/3ae134444129c7cee89bd713339f487b50faf03c547018fff5a271006b5c7ded,3ae134444129c7cee89bd713339f487b50faf03c547018fff5a271006b5c7ded,f76806e2d457de73fdab06301ea48d82c2151375,0cd60029d2903dd7fe9ece4d185b3049a8ef6351,swh:1:cnt:0cd60029d2903dd7fe9ece4d185b3049a8ef6351,swh:1:cnt:0cd60029d2903dd7fe9ece4d185b3049a8ef6351,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-13T15:08:01Z
AIML,Simple Chatbot Patterns,https://github.com/pandorabots/rosie,github.com,https://github.com/pandorabots/rosie,direct origin lookup,languages/AIML/programs/9229be7df6277b9df27aa871020fd2000c6b316bfe55b2e1b0de637ef62952fe/manifest.json,languages/AIML/programs/9229be7df6277b9df27aa871020fd2000c6b316bfe55b2e1b0de637ef62952fe/code.aiml,languages/AIML/programs/9229be7df6277b9df27aa871020fd2000c6b316bfe55b2e1b0de637ef62952fe,9229be7df6277b9df27aa871020fd2000c6b316bfe55b2e1b0de637ef62952fe,c7acd0fd53f24e8629a849159ce82037e8f7e13e,87db27d10d7bdf6c8e14950b55114ac6ead24bd1,swh:1:cnt:87db27d10d7bdf6c8e14950b55114ac6ead24bd1,swh:1:cnt:87db27d10d7bdf6c8e14950b55114ac6ead24bd1,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-12T13:20:18.575625Z
AIMMS,Production Planning Optimization,https://documentation.aimms.com/language-reference/optimization-modeling-components/mathematical-program-declaration.html,documentation.aimms.com,,non-VCS URL skipped under --origin-scope=vcs,languages/AIMMS/programs/527dc5402dbf1d0b05f5ebc19cb73bbf67d564a212f29f693975eda56e030cb5/manifest.json,languages/AIMMS/programs/527dc5402dbf1d0b05f5ebc19cb73bbf67d564a212f29f693975eda56e030cb5/code.ams,languages/AIMMS/programs/527dc5402dbf1d0b05f5ebc19cb73bbf67d564a212f29f693975eda56e030cb5,527dc5402dbf1d0b05f5ebc19cb73bbf67d564a212f29f693975eda56e030cb5,7d8279ecd2a22531afb81a83d422b89429575a93,e7190267ca6636616d41371bcd6890d943773668,swh:1:cnt:e7190267ca6636616d41371bcd6890d943773668,swh:1:cnt:e7190267ca6636616d41371bcd6890d943773668,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-06T16:39:32Z
AL,Car API Page for Business Central,https://github.com/StefanMaron/MSDyn365BC-APIV2-Samples/blob/master/src/page/Car.Page.al,github.com,https://github.com/StefanMaron/MSDyn365BC-APIV2-Samples,heuristic: mapped GitHub URL to repository root,languages/AL/programs/8b5f42b396f12d39bd16571905da08e0afbee1426ef624f555e348e04e865eb8/manifest.json,languages/AL/programs/8b5f42b396f12d39bd16571905da08e0afbee1426ef624f555e348e04e865eb8/code.al,languages/AL/programs/8b5f42b396f12d39bd16571905da08e0afbee1426ef624f555e348e04e865eb8,8b5f42b396f12d39bd16571905da08e0afbee1426ef624f555e348e04e865eb8,b664b27ac997a724276912d7c4a50ce39c9cb69d,02cbb253b868d26cc8a97fb1b81bb007ccd84fe0,swh:1:cnt:02cbb253b868d26cc8a97fb1b81bb007ccd84fe0,swh:1:cnt:02cbb253b868d26cc8a97fb1b81bb007ccd84fe0,,builtin,,missing,404,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-11-02T17:07:43Z
ALC,Hello World,https://en.wikipedia.org/wiki/IBM_Basic_Assembly_Language,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ALC/programs/d3fcd202629e8175440f32085782c4c6c985a41b7f74f7f7a1b190cb82d9f340/manifest.json,languages/ALC/programs/d3fcd202629e8175440f32085782c4c6c985a41b7f74f7f7a1b190cb82d9f340/code.asm,languages/ALC/programs/d3fcd202629e8175440f32085782c4c6c985a41b7f74f7f7a1b190cb82d9f340,d3fcd202629e8175440f32085782c4c6c985a41b7f74f7f7a1b190cb82d9f340,618c86338452ce76cf28af7748fcf07dbb04b339,73ccf24efa173750b62c113b888cb898004143fa,swh:1:cnt:73ccf24efa173750b62c113b888cb898004143fa,swh:1:cnt:73ccf24efa173750b62c113b888cb898004143fa,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-10T14:30:00Z
ALF,Factorial with Natural Numbers,https://github.com/hsk/alftutorial,github.com,https://github.com/hsk/alftutorial,direct origin lookup,languages/ALF/programs/7ae7ed963e3c99cf60947e4f0bd4ed938c3ad671c985b9c9f0a6bb9a9c761bd8/manifest.json,languages/ALF/programs/7ae7ed963e3c99cf60947e4f0bd4ed938c3ad671c985b9c9f0a6bb9a9c761bd8/code.alf,languages/ALF/programs/7ae7ed963e3c99cf60947e4f0bd4ed938c3ad671c985b9c9f0a6bb9a9c761bd8,7ae7ed963e3c99cf60947e4f0bd4ed938c3ad671c985b9c9f0a6bb9a9c761bd8,313915eadcc8880161cf237972280282f6ec7984,5b2ce7a78634b7d4d13d767ecceb32b75ba094c3,swh:1:cnt:5b2ce7a78634b7d4d13d767ecceb32b75ba094c3,swh:1:cnt:5b2ce7a78634b7d4d13d767ecceb32b75ba094c3,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-07T15:02:38Z
ALGOL,Determinant of a Matrix in ALGOL 60,https://rosettacode.org/wiki/Determinant_and_permanent#ALGOL_60,rosettacode.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ALGOL/programs/a0c590f0a576eaf053c83b6b2f73299ef7520968de9849c9a940f85a25aa411d/manifest.json,languages/ALGOL/programs/a0c590f0a576eaf053c83b6b2f73299ef7520968de9849c9a940f85a25aa411d/code.alg,languages/ALGOL/programs/a0c590f0a576eaf053c83b6b2f73299ef7520968de9849c9a940f85a25aa411d,a0c590f0a576eaf053c83b6b2f73299ef7520968de9849c9a940f85a25aa411d,0ec34e0249351f053e6f5123b5743a09367819e7,7d35c7929050bd03150886b5bb1939f94639d935,swh:1:cnt:7d35c7929050bd03150886b5bb1939f94639d935,swh:1:cnt:7d35c7929050bd03150886b5bb1939f94639d935,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-22T15:05:04Z
ALGOL 58,Factorial Function,https://en.wikipedia.org/wiki/ALGOL_58,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ALGOL 58/programs/1e4cb72294199739635c9b64b7110fa5941a9bde63f3a79d72c829ff179da70c/manifest.json,languages/ALGOL 58/programs/1e4cb72294199739635c9b64b7110fa5941a9bde63f3a79d72c829ff179da70c/code.alg,languages/ALGOL 58/programs/1e4cb72294199739635c9b64b7110fa5941a9bde63f3a79d72c829ff179da70c,1e4cb72294199739635c9b64b7110fa5941a9bde63f3a79d72c829ff179da70c,5620cf7905e8df6073528db42e6db23f640c4475,c0fe5eb6f7ac3f224bec99c151c4692fde947c4e,swh:1:cnt:c0fe5eb6f7ac3f224bec99c151c4692fde947c4e,swh:1:cnt:c0fe5eb6f7ac3f224bec99c151c4692fde947c4e,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-06T08:33:49.772366Z
ALGOL 60,Quicksort,https://en.wikipedia.org/wiki/ALGOL_60,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ALGOL 60/programs/97c2c1ba2dcbc9f0c6cc308acd37fc39a3c7726489d9e1a91be46fc01450fac0/manifest.json,languages/ALGOL 60/programs/97c2c1ba2dcbc9f0c6cc308acd37fc39a3c7726489d9e1a91be46fc01450fac0/code.alg,languages/ALGOL 60/programs/97c2c1ba2dcbc9f0c6cc308acd37fc39a3c7726489d9e1a91be46fc01450fac0,97c2c1ba2dcbc9f0c6cc308acd37fc39a3c7726489d9e1a91be46fc01450fac0,8f74dfc48dbb20084bf82a35111a3250d11f56dd,077c44611fddc1900d780ff158db0d17852eebf4,swh:1:cnt:077c44611fddc1900d780ff158db0d17852eebf4,swh:1:cnt:077c44611fddc1900d780ff158db0d17852eebf4,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-05T12:00:00Z
ALGOL 68,Sieve of Eratosthenes,https://rosettacode.org/wiki/Sieve_of_Eratosthenes#ALGOL_68,rosettacode.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ALGOL 68/programs/634d33172cd4ef746b7f0e5350284f46c215e5327f62a7392d0fcbc5faf73890/manifest.json,languages/ALGOL 68/programs/634d33172cd4ef746b7f0e5350284f46c215e5327f62a7392d0fcbc5faf73890/code.a68,languages/ALGOL 68/programs/634d33172cd4ef746b7f0e5350284f46c215e5327f62a7392d0fcbc5faf73890,634d33172cd4ef746b7f0e5350284f46c215e5327f62a7392d0fcbc5faf73890,c497177148c9c417777a4f7c4815743f37dc1c9f,3ec8b7d6e8cc808a94725d6d68eebc6704857a14,swh:1:cnt:3ec8b7d6e8cc808a94725d6d68eebc6704857a14,swh:1:cnt:3ec8b7d6e8cc808a94725d6d68eebc6704857a14,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-11-05T11:53:17Z
ALGOL-M,Factorial Calculation,https://rosettacode.org/wiki/Factorial#ALGOL_60,rosettacode.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ALGOL-M/programs/e78109ae910266d75130554eda4135a2232b54b1f075ebbf95db0a98565c1d6e/manifest.json,languages/ALGOL-M/programs/e78109ae910266d75130554eda4135a2232b54b1f075ebbf95db0a98565c1d6e/code.alg,languages/ALGOL-M/programs/e78109ae910266d75130554eda4135a2232b54b1f075ebbf95db0a98565c1d6e,e78109ae910266d75130554eda4135a2232b54b1f075ebbf95db0a98565c1d6e,a001d7fa6b1903860885680fad4993aaeea3a663,3814f1aa089f34e4cf59ec493fa83275cc38741a,swh:1:cnt:3814f1aa089f34e4cf59ec493fa83275cc38741a,swh:1:cnt:3814f1aa089f34e4cf59ec493fa83275cc38741a,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-10T10:40:43Z
ALGOL-N,Factorial Calculation,https://en.wikipedia.org/wiki/ALGOL,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ALGOL-N/programs/6ea2f740fd6b76cd27cedac1c6e2f7a87a9fb6fe393b0ca55b5b5099dc82732e/manifest.json,languages/ALGOL-N/programs/6ea2f740fd6b76cd27cedac1c6e2f7a87a9fb6fe393b0ca55b5b5099dc82732e/code.alg,languages/ALGOL-N/programs/6ea2f740fd6b76cd27cedac1c6e2f7a87a9fb6fe393b0ca55b5b5099dc82732e,6ea2f740fd6b76cd27cedac1c6e2f7a87a9fb6fe393b0ca55b5b5099dc82732e,4d1efb5a1075e837a21478a4f5ded27069a7da00,4f711aa7ce8b67ae35e2f867d2d4258bebcd38f0,swh:1:cnt:4f711aa7ce8b67ae35e2f867d2d4258bebcd38f0,swh:1:cnt:4f711aa7ce8b67ae35e2f867d2d4258bebcd38f0,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-10T14:50:59Z
ALGOL-T,Factorial,https://github.com/rosetta-code/solutions/tree/master/tasks/Factorial,github.com,https://github.com/rosetta-code/solutions,heuristic: mapped GitHub URL to repository root,languages/ALGOL-T/programs/b67d98c0f6d62d456fa270196c2a43e443335c252db2345a6a9aa02aa6ac3094/manifest.json,languages/ALGOL-T/programs/b67d98c0f6d62d456fa270196c2a43e443335c252db2345a6a9aa02aa6ac3094/code.algolt,languages/ALGOL-T/programs/b67d98c0f6d62d456fa270196c2a43e443335c252db2345a6a9aa02aa6ac3094,b67d98c0f6d62d456fa270196c2a43e443335c252db2345a6a9aa02aa6ac3094,de4aff35be950bff07f7faff6c54ae7f10134d16,c9abb92ffa28bda9c965b16396421cd865f69009,swh:1:cnt:c9abb92ffa28bda9c965b16396421cd865f69009,swh:1:cnt:c9abb92ffa28bda9c965b16396421cd865f69009,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,missing,404,,not_applicable,,,,unknown,2026-02-16T12:00:00Z
ALM,Hello Multics,https://multicians.org/alm.html,multicians.org,,non-VCS URL skipped under --origin-scope=vcs,languages/ALM/programs/aa2eaa2366358fabb4576b337f0198ddb905184177eb560c47a416b877dd6d3a/manifest.json,languages/ALM/programs/aa2eaa2366358fabb4576b337f0198ddb905184177eb560c47a416b877dd6d3a/code.alm,languages/ALM/programs/aa2eaa2366358fabb4576b337f0198ddb905184177eb560c47a416b877dd6d3a,aa2eaa2366358fabb4576b337f0198ddb905184177eb560c47a416b877dd6d3a,7eb53707c43420dcc46f762058847a85ccdadf5c,4217e56c8965ddb6e1e41a7c810a4cb33fedca9e,swh:1:cnt:4217e56c8965ddb6e1e41a7c810a4cb33fedca9e,swh:1:cnt:4217e56c8965ddb6e1e41a7c810a4cb33fedca9e,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-07T18:44:45.248608Z
